"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-13",," 0951","0.00","0.0","0.0",,"33","27","  310","  310","15.0","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-14","4.92"," 1013","0.00","0.0","0.0",,"34","26","   50","   50","14.1","19.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-15","5.14"," 1055","0.06","0.0","0.0",,"41","28","   60","   50","12.1","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-16","5.14"," 1135","0.91","0.0","0.0",,"52","38","  100","  100","12.1","21.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-17","5.14"," 1417","0.02","0.0","0.0",,"59","49","  240","  260","14.1","23.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-18","2.68"," 1502","0.32","0.0","0.0",,"53","42","  300","  130","8.9","16.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-19","6.71"," 0337","0.05","0.0","0.0",,"45","37","  300","  300","16.1","29.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-20","8.50"," 1221","0.04","0.0","0.0",,"37","33","   60","   70","19.9","28.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-21","10.51"," 1607","0.15","1.8","2.0",,"33","19","  310","  280","21.9","44.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-22",," 0930","0.00","0.0","1.2",,"21","13","  300","  300","17.0","29.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-23","3.13"," 2354","0.00","0.0","1.2",,"31","13","  220","  220","12.1","19.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-24","4.92"," 0633","0.10","1.0","1.2",,"39","28","  220","  230","13.0","21.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-25","3.80"," 0959","0.00","0.0","1.2",,"35","28","  300","   20","12.1","17.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-26","3.13"," 0940","0.00","0.0","1.2",,"36","24","   40","  320","6.9","11.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-27","1.12"," 2308","0.00","0.0","1.2",,"44","26","  250","  240","8.1","15.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-28","1.34"," 0046","0.56","0.0","0.0",,"54","40","  220","  220","8.1","12.1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-29","4.70"," 2051","0.16","0.0","0.0",,"60","50","  160","  170","14.1","25.9",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-30","6.49"," 1224","0.37","0.0","0.0",,"58","49","  240","  240","16.1","30.0",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2024-12-31","5.14"," 2133","0.40","0.0","0.0",,"53","44","   60","   60","16.1","23.9",,,,,
